Plantation year,Plot,height (cm),canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB       (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2017,30,68,57,45,0.204,0.51,0.375,0.049,0.346,0.045,0.721,0.094,0.18,0.023,0.135,0.018,0.315,0.041,76.969
2020,38,68,77,64,0.39,0.71,0.75,0.049,0.692,0.045,1.442,0.094,0.36,0.023,0.27,0.018,0.63,0.041,153.938
2017,26,68,71,70,0.39,0.71,0.75,0.049,0.692,0.045,1.442,0.094,0.36,0.023,0.27,0.018,0.63,0.041,153.938
2020,9,68,80,60,0.385,0.7,0.739,0.048,0.682,0.044,1.421,0.092,0.355,0.023,0.266,0.017,0.621,0.04,153.938
2017,35,68,80,59,0.379,0.7,0.728,0.047,0.672,0.044,1.399,0.091,0.349,0.023,0.262,0.017,0.611,0.04,153.938
2020,40,68,70,69,0.379,0.7,0.728,0.047,0.672,0.044,1.399,0.091,0.349,0.023,0.262,0.017,0.611,0.04,153.938
2020,11,68,67,70,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2020,23,68,75,62,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2019,4,68,76,60,0.363,0.68,0.694,0.045,0.641,0.042,1.335,0.087,0.333,0.022,0.25,0.016,0.583,0.038,153.938
2019,7,68,71,65,0.363,0.68,0.694,0.045,0.641,0.042,1.335,0.087,0.333,0.022,0.25,0.016,0.583,0.038,153.938
2019,2,68,80,54,0.353,0.67,0.673,0.044,0.621,0.04,1.294,0.084,0.323,0.021,0.242,0.016,0.565,0.037,153.938
2020,38,68,71,62,0.347,0.67,0.662,0.043,0.611,0.04,1.273,0.083,0.318,0.021,0.238,0.015,0.556,0.036,153.938
2020,27,68,64,68,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2019,1,68,64,67,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2019,3,68,70,61,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2019,7,68,78,51,0.327,0.65,0.62,0.04,0.572,0.037,1.192,0.077,0.298,0.019,0.223,0.015,0.521,0.034,153.938
2017,28,68,77,50,0.317,0.64,0.6,0.039,0.554,0.036,1.153,0.075,0.288,0.019,0.216,0.014,0.504,0.033,153.938
2020,32,68,75,51,0.312,0.63,0.59,0.038,0.544,0.035,1.134,0.074,0.283,0.018,0.212,0.014,0.495,0.032,153.938
2020,40,68,76,50,0.312,0.63,0.59,0.038,0.544,0.035,1.134,0.074,0.283,0.018,0.212,0.014,0.495,0.032,153.938
2017,25,68,77,48,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,45,68,67,58,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,5,68,67,57,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,27,68,73,51,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,37,68,70,54,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2019,2,68,69,54,0.297,0.62,0.56,0.036,0.517,0.034,1.077,0.07,0.269,0.017,0.202,0.013,0.47,0.031,153.938
2017,22,68,50,37,0.149,0.44,0.267,0.035,0.246,0.032,0.513,0.067,0.128,0.017,0.096,0.012,0.224,0.029,76.969
2017,33,68,88,32,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2017,34,68,78,41,0.278,0.6,0.522,0.034,0.482,0.031,1.003,0.065,0.25,0.016,0.188,0.012,0.438,0.028,153.938
2010,3,68,67,51,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2019,6,68,57,60,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2020,25,68,52,64,0.264,0.58,0.494,0.032,0.456,0.03,0.95,0.062,0.237,0.015,0.178,0.012,0.415,0.027,153.938
2017,13,68,42,71,0.251,0.57,0.467,0.03,0.431,0.028,0.898,0.058,0.224,0.015,0.168,0.011,0.392,0.025,153.938
2019,8,68,44,68,0.246,0.56,0.458,0.03,0.423,0.027,0.881,0.057,0.22,0.014,0.165,0.011,0.385,0.025,153.938
2017,35,68,68,43,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2017,32,68,61,50,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2020,28,68,54,57,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2019,1,68,50,57,0.225,0.54,0.416,0.027,0.384,0.025,0.799,0.052,0.199,0.013,0.15,0.01,0.349,0.023,153.938
2017,28,68,56,50,0.221,0.53,0.407,0.026,0.376,0.024,0.783,0.051,0.196,0.013,0.147,0.01,0.342,0.022,153.938
2020,33,68,51,55,0.221,0.53,0.407,0.026,0.376,0.024,0.783,0.051,0.196,0.013,0.147,0.01,0.342,0.022,153.938
2019,5,68,65,39,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2020,43,68,69,35,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2019,6,68,58,44,0.204,0.51,0.375,0.024,0.346,0.022,0.721,0.047,0.18,0.012,0.135,0.009,0.315,0.02,153.938
2019,6,68,50,52,0.204,0.51,0.375,0.024,0.346,0.022,0.721,0.047,0.18,0.012,0.135,0.009,0.315,0.02,153.938
2020,10,68,65,37,0.204,0.51,0.375,0.024,0.346,0.022,0.721,0.047,0.18,0.012,0.135,0.009,0.315,0.02,153.938
2020,45,68,54,48,0.204,0.51,0.375,0.024,0.346,0.022,0.721,0.047,0.18,0.012,0.135,0.009,0.315,0.02,153.938
2020,45,68,64,37,0.2,0.51,0.367,0.024,0.339,0.022,0.706,0.046,0.176,0.011,0.132,0.009,0.309,0.02,153.938
2020,33,68,53,47,0.196,0.5,0.36,0.023,0.332,0.022,0.691,0.045,0.173,0.011,0.129,0.008,0.302,0.02,153.938
2017,27,68,56,43,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2020,43,68,59,38,0.185,0.49,0.337,0.022,0.311,0.02,0.648,0.042,0.162,0.011,0.121,0.008,0.283,0.018,153.938
2017,28,68,61,35,0.181,0.48,0.33,0.021,0.304,0.02,0.634,0.041,0.158,0.01,0.119,0.008,0.277,0.018,153.938
2020,45,68,50,46,0.181,0.48,0.33,0.021,0.304,0.02,0.634,0.041,0.158,0.01,0.119,0.008,0.277,0.018,153.938
2020,27,68,49,46,0.177,0.48,0.322,0.021,0.297,0.019,0.62,0.04,0.155,0.01,0.116,0.008,0.271,0.018,153.938
2017,26,68,55,39,0.173,0.47,0.315,0.02,0.291,0.019,0.606,0.039,0.151,0.01,0.113,0.007,0.265,0.017,153.938
2020,33,68,48,46,0.173,0.47,0.315,0.02,0.291,0.019,0.606,0.039,0.151,0.01,0.113,0.007,0.265,0.017,153.938
2020,5,68,49,41,0.159,0.45,0.287,0.019,0.265,0.017,0.552,0.036,0.138,0.009,0.103,0.007,0.241,0.016,153.938
2020,45,68,56,33,0.156,0.45,0.28,0.018,0.259,0.017,0.539,0.035,0.135,0.009,0.101,0.007,0.235,0.015,153.938
2017,35,68,45,44,0.156,0.45,0.28,0.018,0.259,0.017,0.539,0.035,0.135,0.009,0.101,0.007,0.235,0.015,153.938
2020,33,68,46,42,0.152,0.44,0.274,0.018,0.252,0.016,0.526,0.034,0.131,0.009,0.098,0.006,0.23,0.015,153.938
2019,4,68,55,32,0.149,0.44,0.267,0.017,0.246,0.016,0.513,0.033,0.128,0.008,0.096,0.006,0.224,0.015,153.938
2020,10,68,49,37,0.145,0.43,0.26,0.017,0.24,0.016,0.501,0.033,0.125,0.008,0.094,0.006,0.219,0.014,153.938
2017,35,68,46,38,0.139,0.42,0.248,0.016,0.229,0.015,0.476,0.031,0.119,0.008,0.089,0.006,0.208,0.014,153.938
2017,23,68,49,35,0.139,0.42,0.248,0.016,0.229,0.015,0.476,0.031,0.119,0.008,0.089,0.006,0.208,0.014,153.938
2020,27,68,57,27,0.139,0.42,0.248,0.016,0.229,0.015,0.476,0.031,0.119,0.008,0.089,0.006,0.208,0.014,153.938
2017,33,68,42,39,0.129,0.41,0.229,0.015,0.211,0.014,0.44,0.029,0.11,0.007,0.082,0.005,0.192,0.012,153.938
2017,17,68,45,35,0.126,0.4,0.223,0.014,0.206,0.013,0.429,0.028,0.107,0.007,0.08,0.005,0.187,0.012,153.938
2017,8,68,39,40,0.123,0.4,0.217,0.014,0.2,0.013,0.418,0.027,0.104,0.007,0.078,0.005,0.182,0.012,153.938
2017,28,68,42,30,0.102,0.36,0.178,0.012,0.164,0.011,0.342,0.022,0.085,0.006,0.064,0.004,0.15,0.01,153.938
2019,8,68,35,36,0.099,0.36,0.173,0.011,0.159,0.01,0.332,0.022,0.083,0.005,0.062,0.004,0.145,0.009,153.938
2017,28,68,26,33,0.068,0.3,0.116,0.008,0.107,0.007,0.224,0.015,0.056,0.004,0.042,0.003,0.098,0.006,153.938
2017,9,68,33,13,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2020,33,68,21,17,0.028,0.19,0.045,0.003,0.042,0.003,0.087,0.006,0.022,0.001,0.016,0.001,0.038,0.002,153.938
2017,27,68,12,10,0.01,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0,0.005,0,0.012,0.001,153.938
2017,33,67,125,107,1.057,1.16,2.177,0.141,2.01,0.131,4.187,0.272,1.045,0.068,0.784,0.051,1.829,0.119,153.938
2017,30,67,92,70,0.515,0.81,1.01,0.131,0.932,0.121,1.941,0.252,0.485,0.063,0.363,0.047,0.848,0.11,76.969
2019,3,67,98,87,0.672,0.93,1.341,0.087,1.238,0.08,2.579,0.168,0.644,0.042,0.483,0.031,1.127,0.073,153.938
2020,2,67,97,80,0.615,0.89,1.22,0.079,1.126,0.073,2.347,0.152,0.586,0.038,0.439,0.029,1.025,0.067,153.938
2020,40,67,98,79,0.615,0.89,1.22,0.079,1.126,0.073,2.347,0.152,0.586,0.038,0.439,0.029,1.025,0.067,153.938
2020,40,67,78,97,0.601,0.88,1.191,0.077,1.099,0.071,2.29,0.149,0.572,0.037,0.429,0.028,1,0.065,153.938
2020,38,67,95,77,0.581,0.86,1.148,0.075,1.059,0.069,2.207,0.143,0.551,0.036,0.413,0.027,0.964,0.063,153.938
2020,34,67,85,83,0.554,0.84,1.091,0.071,1.007,0.065,2.099,0.136,0.524,0.034,0.393,0.026,0.917,0.06,153.938
2020,33,67,86,81,0.548,0.84,1.077,0.07,0.995,0.065,2.072,0.135,0.517,0.034,0.388,0.025,0.905,0.059,153.938
2017,34,67,91,75,0.541,0.83,1.064,0.069,0.982,0.064,2.046,0.133,0.511,0.033,0.383,0.025,0.893,0.058,153.938
2020,40,67,85,81,0.541,0.83,1.064,0.069,0.982,0.064,2.046,0.133,0.511,0.033,0.383,0.025,0.893,0.058,153.938
2017,28,67,95,66,0.509,0.81,0.996,0.065,0.92,0.06,1.916,0.124,0.478,0.031,0.359,0.023,0.837,0.054,153.938
2017,33,67,79,82,0.509,0.81,0.996,0.065,0.92,0.06,1.916,0.124,0.478,0.031,0.359,0.023,0.837,0.054,153.938
2020,19,67,75,84,0.496,0.8,0.97,0.063,0.895,0.058,1.865,0.121,0.466,0.03,0.349,0.023,0.815,0.053,153.938
2017,32,67,98,57,0.472,0.78,0.919,0.06,0.848,0.055,1.766,0.115,0.441,0.029,0.331,0.021,0.772,0.05,153.938
2019,1,67,83,72,0.472,0.78,0.919,0.06,0.848,0.055,1.766,0.115,0.441,0.029,0.331,0.021,0.772,0.05,153.938
2019,3,67,76,78,0.466,0.77,0.906,0.059,0.836,0.054,1.742,0.113,0.435,0.028,0.326,0.021,0.761,0.049,153.938
2020,33,67,74,76,0.442,0.75,0.856,0.056,0.79,0.051,1.647,0.107,0.411,0.027,0.308,0.02,0.719,0.047,153.938
2017,25,67,76,72,0.43,0.74,0.832,0.054,0.768,0.05,1.6,0.104,0.399,0.026,0.3,0.019,0.699,0.045,153.938
2020,40,67,85,63,0.43,0.74,0.832,0.054,0.768,0.05,1.6,0.104,0.399,0.026,0.3,0.019,0.699,0.045,153.938
2017,35,67,82,64,0.419,0.73,0.808,0.053,0.746,0.048,1.554,0.101,0.388,0.025,0.291,0.019,0.679,0.044,153.938
2020,5,67,77,68,0.413,0.73,0.796,0.052,0.735,0.048,1.531,0.099,0.382,0.025,0.287,0.019,0.669,0.043,153.938
2020,5,67,78,66,0.407,0.72,0.785,0.051,0.724,0.047,1.509,0.098,0.377,0.024,0.282,0.018,0.659,0.043,153.938
2017,33,67,79,63,0.396,0.71,0.762,0.049,0.703,0.046,1.464,0.095,0.366,0.024,0.274,0.018,0.64,0.042,153.938
2020,24,67,77,64,0.39,0.71,0.75,0.049,0.692,0.045,1.442,0.094,0.36,0.023,0.27,0.018,0.63,0.041,153.938
2019,7,67,79,59,0.374,0.69,0.716,0.047,0.661,0.043,1.378,0.089,0.344,0.022,0.258,0.017,0.602,0.039,153.938
2020,5,67,78,59,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2020,9,67,76,61,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2019,5,67,74,61,0.358,0.68,0.683,0.044,0.631,0.041,1.314,0.085,0.328,0.021,0.246,0.016,0.574,0.037,153.938
2019,7,67,68,67,0.358,0.68,0.683,0.044,0.631,0.041,1.314,0.085,0.328,0.021,0.246,0.016,0.574,0.037,153.938
2020,20,67,64,71,0.358,0.68,0.683,0.044,0.631,0.041,1.314,0.085,0.328,0.021,0.246,0.016,0.574,0.037,153.938
2019,4,67,71,63,0.353,0.67,0.673,0.044,0.621,0.04,1.294,0.084,0.323,0.021,0.242,0.016,0.565,0.037,153.938
2020,9,67,75,59,0.353,0.67,0.673,0.044,0.621,0.04,1.294,0.084,0.323,0.021,0.242,0.016,0.565,0.037,153.938
2019,6,67,72,61,0.347,0.67,0.662,0.043,0.611,0.04,1.273,0.083,0.318,0.021,0.238,0.015,0.556,0.036,153.938
2020,34,67,68,65,0.347,0.67,0.662,0.043,0.611,0.04,1.273,0.083,0.318,0.021,0.238,0.015,0.556,0.036,153.938
2017,18,67,55,41,0.181,0.48,0.33,0.043,0.304,0.04,0.634,0.082,0.158,0.021,0.119,0.015,0.277,0.036,76.969
2019,4,67,64,68,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,32,67,85,45,0.332,0.65,0.63,0.041,0.582,0.038,1.212,0.079,0.303,0.02,0.227,0.015,0.53,0.034,153.938
2017,34,67,75,54,0.327,0.65,0.62,0.04,0.572,0.037,1.192,0.077,0.298,0.019,0.223,0.015,0.521,0.034,153.938
2019,7,67,69,59,0.322,0.64,0.61,0.04,0.563,0.037,1.173,0.076,0.293,0.019,0.22,0.014,0.512,0.033,153.938
2019,8,67,57,70,0.317,0.64,0.6,0.039,0.554,0.036,1.153,0.075,0.288,0.019,0.216,0.014,0.504,0.033,153.938
2017,25,67,75,51,0.312,0.63,0.59,0.038,0.544,0.035,1.134,0.074,0.283,0.018,0.212,0.014,0.495,0.032,153.938
2019,2,67,78,46,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2019,3,67,61,62,0.297,0.62,0.56,0.036,0.517,0.034,1.077,0.07,0.269,0.017,0.202,0.013,0.47,0.031,153.938
2017,33,67,75,47,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2020,45,67,76,46,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2017,26,67,70,50,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2017,35,67,62,58,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2017,33,67,65,54,0.278,0.6,0.522,0.034,0.482,0.031,1.003,0.065,0.25,0.016,0.188,0.012,0.438,0.028,153.938
2017,35,67,61,57,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2019,7,67,57,61,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2019,8,67,59,59,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2017,34,67,65,52,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2019,8,67,67,50,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2020,7,67,66,50,0.264,0.58,0.494,0.032,0.456,0.03,0.95,0.062,0.237,0.015,0.178,0.012,0.415,0.027,153.938
2017,27,67,65,50,0.26,0.58,0.485,0.032,0.448,0.029,0.933,0.061,0.233,0.015,0.175,0.011,0.407,0.026,153.938
2020,27,67,62,50,0.246,0.56,0.458,0.03,0.423,0.027,0.881,0.057,0.22,0.014,0.165,0.011,0.385,0.025,153.938
2017,26,67,56,55,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2017,23,67,61,50,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2017,32,67,65,45,0.238,0.55,0.441,0.029,0.407,0.026,0.848,0.055,0.212,0.014,0.159,0.01,0.37,0.024,153.938
2017,35,67,64,45,0.233,0.55,0.432,0.028,0.399,0.026,0.832,0.054,0.208,0.013,0.156,0.01,0.363,0.024,153.938
2020,13,67,59,50,0.233,0.55,0.432,0.028,0.399,0.026,0.832,0.054,0.208,0.013,0.156,0.01,0.363,0.024,153.938
2017,34,67,60,48,0.229,0.54,0.424,0.028,0.391,0.025,0.815,0.053,0.203,0.013,0.153,0.01,0.356,0.023,153.938
2020,43,67,70,36,0.221,0.53,0.407,0.026,0.376,0.024,0.783,0.051,0.196,0.013,0.147,0.01,0.342,0.022,153.938
2010,7,67,57,48,0.216,0.53,0.399,0.026,0.368,0.024,0.768,0.05,0.192,0.012,0.144,0.009,0.335,0.022,153.938
2019,6,67,51,53,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2019,3,67,64,39,0.208,0.52,0.383,0.025,0.354,0.023,0.737,0.048,0.184,0.012,0.138,0.009,0.322,0.021,153.938
2017,13,67,54,48,0.204,0.51,0.375,0.024,0.346,0.022,0.721,0.047,0.18,0.012,0.135,0.009,0.315,0.02,153.938
2019,8,67,45,55,0.196,0.5,0.36,0.023,0.332,0.022,0.691,0.045,0.173,0.011,0.129,0.008,0.302,0.02,153.938
2019,7,67,57,42,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2019,8,67,42,57,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2019,8,67,49,50,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2020,13,67,57,42,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2017,13,67,52,46,0.189,0.49,0.344,0.022,0.318,0.021,0.662,0.043,0.165,0.011,0.124,0.008,0.289,0.019,153.938
2017,35,67,53,45,0.189,0.49,0.344,0.022,0.318,0.021,0.662,0.043,0.165,0.011,0.124,0.008,0.289,0.019,153.938
2020,43,67,52,45,0.185,0.49,0.337,0.022,0.311,0.02,0.648,0.042,0.162,0.011,0.121,0.008,0.283,0.018,153.938
2017,33,67,55,41,0.181,0.48,0.33,0.021,0.304,0.02,0.634,0.041,0.158,0.01,0.119,0.008,0.277,0.018,153.938
2020,13,67,50,45,0.177,0.48,0.322,0.021,0.297,0.019,0.62,0.04,0.155,0.01,0.116,0.008,0.271,0.018,153.938
2017,28,67,43,50,0.17,0.47,0.308,0.02,0.284,0.018,0.592,0.038,0.148,0.01,0.111,0.007,0.259,0.017,153.938
2020,26,67,52,40,0.166,0.46,0.301,0.02,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2020,45,67,47,45,0.166,0.46,0.301,0.02,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2020,33,67,48,41,0.156,0.45,0.28,0.018,0.259,0.017,0.539,0.035,0.135,0.009,0.101,0.007,0.235,0.015,153.938
2019,1,67,49,39,0.152,0.44,0.274,0.018,0.252,0.016,0.526,0.034,0.131,0.009,0.098,0.006,0.23,0.015,153.938
2019,7,67,51,36,0.149,0.44,0.267,0.017,0.246,0.016,0.513,0.033,0.128,0.008,0.096,0.006,0.224,0.015,153.938
2020,45,67,45,42,0.149,0.44,0.267,0.017,0.246,0.016,0.513,0.033,0.128,0.008,0.096,0.006,0.224,0.015,153.938
2020,43,67,49,37,0.145,0.43,0.26,0.017,0.24,0.016,0.501,0.033,0.125,0.008,0.094,0.006,0.219,0.014,153.938
2020,13,67,53,32,0.142,0.43,0.254,0.016,0.234,0.015,0.488,0.032,0.122,0.008,0.091,0.006,0.213,0.014,153.938
2010,4,67,51,33,0.139,0.42,0.248,0.016,0.229,0.015,0.476,0.031,0.119,0.008,0.089,0.006,0.208,0.014,153.938
2017,28,67,50,33,0.135,0.42,0.241,0.016,0.223,0.014,0.464,0.03,0.116,0.008,0.087,0.006,0.203,0.013,153.938
2017,26,67,48,35,0.135,0.42,0.241,0.016,0.223,0.014,0.464,0.03,0.116,0.008,0.087,0.006,0.203,0.013,153.938
2017,26,67,40,42,0.132,0.41,0.235,0.015,0.217,0.014,0.452,0.029,0.113,0.007,0.085,0.005,0.198,0.013,153.938
2017,26,67,45,35,0.126,0.4,0.223,0.014,0.206,0.013,0.429,0.028,0.107,0.007,0.08,0.005,0.187,0.012,153.938
2020,13,67,45,35,0.126,0.4,0.223,0.014,0.206,0.013,0.429,0.028,0.107,0.007,0.08,0.005,0.187,0.012,153.938
2010,4,67,36,42,0.119,0.39,0.211,0.014,0.195,0.013,0.406,0.026,0.101,0.007,0.076,0.005,0.177,0.012,153.938
2019,6,67,48,30,0.119,0.39,0.211,0.014,0.195,0.013,0.406,0.026,0.101,0.007,0.076,0.005,0.177,0.012,153.938
2017,13,67,47,30,0.116,0.39,0.206,0.013,0.19,0.012,0.395,0.026,0.099,0.006,0.074,0.005,0.173,0.011,153.938
2017,25,67,45,31,0.113,0.38,0.2,0.013,0.184,0.012,0.384,0.025,0.096,0.006,0.072,0.005,0.168,0.011,153.938
2017,35,67,50,25,0.11,0.38,0.194,0.013,0.179,0.012,0.374,0.024,0.093,0.006,0.07,0.005,0.163,0.011,153.938
2019,5,67,42,33,0.11,0.38,0.194,0.013,0.179,0.012,0.374,0.024,0.093,0.006,0.07,0.005,0.163,0.011,153.938
2020,27,67,49,23,0.102,0.36,0.178,0.012,0.164,0.011,0.342,0.022,0.085,0.006,0.064,0.004,0.15,0.01,153.938
2017,18,67,30,21,0.051,0.26,0.085,0.011,0.079,0.01,0.164,0.021,0.041,0.005,0.031,0.004,0.071,0.009,76.969
2017,23,67,45,25,0.096,0.35,0.168,0.011,0.155,0.01,0.322,0.021,0.08,0.005,0.06,0.004,0.141,0.009,153.938
2017,27,67,36,30,0.086,0.33,0.148,0.01,0.136,0.009,0.284,0.018,0.071,0.005,0.053,0.003,0.124,0.008,153.938
2017,26,67,35,29,0.08,0.32,0.138,0.009,0.128,0.008,0.266,0.017,0.066,0.004,0.05,0.003,0.116,0.008,153.938
2010,7,67,33,28,0.073,0.31,0.125,0.008,0.115,0.007,0.24,0.016,0.06,0.004,0.045,0.003,0.105,0.007,153.938
2019,5,67,31,28,0.068,0.3,0.116,0.008,0.107,0.007,0.224,0.015,0.056,0.004,0.042,0.003,0.098,0.006,153.938
2010,3,67,29,25,0.057,0.27,0.096,0.006,0.089,0.006,0.185,0.012,0.046,0.003,0.035,0.002,0.081,0.005,153.938
2020,25,67,22,18,0.031,0.2,0.051,0.003,0.047,0.003,0.097,0.006,0.024,0.002,0.018,0.001,0.043,0.003,153.938
2017,17,67,17,21,0.028,0.19,0.045,0.003,0.042,0.003,0.087,0.006,0.022,0.001,0.016,0.001,0.038,0.002,153.938
2017,35,66,118,108,1.003,1.13,2.059,0.134,1.9,0.123,3.959,0.257,0.988,0.064,0.741,0.048,1.729,0.112,153.938
2020,46,66,105,99,0.817,1.02,1.654,0.107,1.526,0.099,3.18,0.207,0.794,0.052,0.595,0.039,1.389,0.09,153.938
2017,35,66,99,98,0.762,0.99,1.534,0.1,1.416,0.092,2.951,0.192,0.737,0.048,0.552,0.036,1.289,0.084,153.938
2017,25,66,97,83,0.636,0.9,1.265,0.082,1.168,0.076,2.433,0.158,0.607,0.039,0.455,0.03,1.063,0.069,153.938
2017,32,66,98,72,0.567,0.85,1.119,0.073,1.033,0.067,2.152,0.14,0.537,0.035,0.403,0.026,0.94,0.061,153.938
2020,33,66,90,78,0.554,0.84,1.091,0.071,1.007,0.065,2.099,0.136,0.524,0.034,0.393,0.026,0.917,0.06,153.938
2019,2,66,88,79,0.548,0.84,1.077,0.07,0.995,0.065,2.072,0.135,0.517,0.034,0.388,0.025,0.905,0.059,153.938
2019,2,66,80,87,0.548,0.84,1.077,0.07,0.995,0.065,2.072,0.135,0.517,0.034,0.388,0.025,0.905,0.059,153.938
2017,25,66,74,90,0.528,0.82,1.036,0.067,0.957,0.062,1.993,0.129,0.498,0.032,0.373,0.024,0.871,0.057,153.938
2017,35,66,87,74,0.509,0.81,0.996,0.065,0.92,0.06,1.916,0.124,0.478,0.031,0.359,0.023,0.837,0.054,153.938
2019,3,66,77,77,0.466,0.77,0.906,0.059,0.836,0.054,1.742,0.113,0.435,0.028,0.326,0.021,0.761,0.049,153.938
2010,3,66,83,70,0.46,0.77,0.893,0.058,0.825,0.054,1.718,0.112,0.429,0.028,0.322,0.021,0.75,0.049,153.938
