year,name,species,Plot, d30 , Height (m) , Height (cm) , Crown Dia (m) , Crown Dia (cm) , Crown Circum. (cm)  , LOG AGB AVI , Aboveground biomass (Kg) , Aboveground biomass (t/ha) , Belowground biomass (Kg) , Belowground biomass (t/ha) , Total biomass per ha (t/ha) , AGC (Kg) , BGC (Kg) , Total C (Kg) , Total C (t/ha) ," Btree l,j,p,i "
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.20 , 0.80 , 80.00 , 0.88 , 88 , 276 , 0.08 , 1.21 , 0.05 , 1.11 , 0.04 , 0.09 , 0.58 , 0.43 , 1.01 , 0.04 , 2.32 
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.70 , 0.90 , 90.00 , 1.40 , 140 , 440 , 0.51 , 3.26 , 0.13 , 3.01 , 0.12 , 0.25 , 1.56 , 1.17 , 2.74 , 0.11 , 6.26 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 1.70 , 0.65 , 65.00 , 0.80 , 80 , 251 , (0.01), 0.98 , 0.04 , 0.91 , 0.04 , 0.08 , 0.47 , 0.35 , 0.83 , 0.03 , 1.89 
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.30 , 0.80 , 80.00 , 1.45 , 145 , 456 , 0.55 , 3.51 , 0.14 , 3.24 , 0.13 , 0.27 , 1.68 , 1.26 , 2.95 , 0.12 , 6.75 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 1.20 , 0.67 , 67.00 , 1.24 , 124 , 390 , 0.40 , 2.51 , 0.10 , 2.32 , 0.09 , 0.19 , 1.21 , 0.90 , 2.11 , 0.08 , 4.83 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.40 , 1.10 , 110.00 , 1.55 , 155 , 487 , 0.61 , 4.05 , 0.16 , 3.74 , 0.15 , 0.31 , 1.94 , 1.46 , 3.40 , 0.14 , 7.79 
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 3.10 , 1.10 , 110.00 , 1.40 , 140 , 440 , 0.51 , 3.26 , 0.13 , 3.01 , 0.12 , 0.25 , 1.56 , 1.17 , 2.74 , 0.11 , 6.26 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 1.80 , 0.75 , 75.00 , 1.58 , 158 , 498 , 0.63 , 4.25 , 0.17 , 3.92 , 0.16 , 0.33 , 2.04 , 1.53 , 3.57 , 0.14 , 8.16 
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 1.30 , 0.63 , 63.00 , 0.95 , 95 , 298 , 0.15 , 1.42 , 0.06 , 1.31 , 0.05 , 0.11 , 0.68 , 0.51 , 1.19 , 0.05 , 2.73 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 1.70 , 0.55 , 55.00 , 0.86 , 86 , 270 , 0.06 , 1.15 , 0.05 , 1.06 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.21 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.80 , 1.14 , 114.00 , 1.48 , 148 , 465 , 0.56 , 3.67 , 0.15 , 3.39 , 0.14 , 0.28 , 1.76 , 1.32 , 3.08 , 0.12 , 7.05 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 1.90 , 0.80 , 80.00 , 0.95 , 95 , 298 , 0.15 , 1.42 , 0.06 , 1.31 , 0.05 , 0.11 , 0.68 , 0.51 , 1.19 , 0.05 , 2.73 
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.90 , 0.94 , 94.00 , 1.05 , 105 , 330 , 0.25 , 1.76 , 0.07 , 1.62 , 0.06 , 0.14 , 0.84 , 0.63 , 1.48 , 0.06 , 3.38 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.10 , 0.95 , 95.00 , 1.35 , 135 , 424 , 0.48 , 3.01 , 0.12 , 2.78 , 0.11 , 0.23 , 1.45 , 1.08 , 2.53 , 0.10 , 5.79 
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 2.80 , 0.65 , 65.00 , 1.25 , 125 , 393 , 0.41 , 2.55 , 0.10 , 2.36 , 0.09 , 0.20 , 1.23 , 0.92 , 2.15 , 0.09 , 4.91 
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 4.36 , 0.55 , 55.00 , 3.69 , 369 ," 1,161 ", 1.41 , 25.97 , 1.04 , 23.97 , 0.96 , 2.00 , 12.47 , 9.35 , 21.82 , 0.87 , 49.95 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 14,Avi,2016_2016 Sample Plot # 14_Avi, 1.10 , 0.54 , 54.00 , 0.83 , 83 , 261 , 0.03 , 1.06 , 0.04 , 0.98 , 0.04 , 0.08 , 0.51 , 0.38 , 0.89 , 0.04 , 2.05 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.46 , 0.55 , 55.00 , 0.99 , 99 , 309.96 , 0.19 , 1.54 , 0.06 , 1.42 , 0.06 , 0.12 , 0.74 , 0.55 , 1.29 , 0.05 , 2.96 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.30 , 0.60 , 60.00 , 0.91 , 91 , 286.20 , 0.11 , 1.30 , 0.05 , 1.20 , 0.05 , 0.10 , 0.62 , 0.47 , 1.09 , 0.04 , 2.50 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.52 , 52.00 , 0.88 , 88 , 275.40 , 0.08 , 1.20 , 0.05 , 1.10 , 0.04 , 0.09 , 0.57 , 0.43 , 1.00 , 0.04 , 2.30 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.85 , 0.52 , 52.00 , 1.22 , 122 , 383.40 , 0.38 , 2.43 , 0.10 , 2.24 , 0.09 , 0.19 , 1.16 , 0.87 , 2.04 , 0.08 , 4.67 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.70 , 0.50 , 50.00 , 1.02 , 102 , 321.84 , 0.22 , 1.67 , 0.07 , 1.54 , 0.06 , 0.13 , 0.80 , 0.60 , 1.40 , 0.06 , 3.21 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.12 , 0.70 , 70.00 , 1.01 , 101 , 318.60 , 0.21 , 1.63 , 0.07 , 1.51 , 0.06 , 0.13 , 0.78 , 0.59 , 1.37 , 0.05 , 3.14 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.46 , 0.70 , 70.00 , 0.91 , 91 , 286.20 , 0.11 , 1.30 , 0.05 , 1.20 , 0.05 , 0.10 , 0.62 , 0.47 , 1.09 , 0.04 , 2.50 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.25 , 0.72 , 72.00 , 0.91 , 91 , 287.28 , 0.12 , 1.31 , 0.05 , 1.21 , 0.05 , 0.10 , 0.63 , 0.47 , 1.10 , 0.04 , 2.52 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.15 , 0.75 , 75.00 , 1.02 , 102 , 319.68 , 0.22 , 1.64 , 0.07 , 1.52 , 0.06 , 0.13 , 0.79 , 0.59 , 1.38 , 0.06 , 3.16 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.47 , 0.80 , 80.00 , 0.98 , 98 , 308.88 , 0.18 , 1.53 , 0.06 , 1.41 , 0.06 , 0.12 , 0.73 , 0.55 , 1.28 , 0.05 , 2.94 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.12 , 0.74 , 74.00 , 1.48 , 148 , 466.56 , 0.57 , 3.69 , 0.15 , 3.41 , 0.14 , 0.28 , 1.77 , 1.33 , 3.10 , 0.12 , 7.10 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.98 , 0.48 , 48.00 , 0.99 , 99 , 309.96 , 0.19 , 1.54 , 0.06 , 1.42 , 0.06 , 0.12 , 0.74 , 0.55 , 1.29 , 0.05 , 2.96 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.30 , 0.75 , 75.00 , 0.41 , 41 , 129.60 , (0.62), 0.24 , 0.01 , 0.22 , 0.01 , 0.02 , 0.11 , 0.09 , 0.20 , 0.01 , 0.46 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.70 , 2.00 , 200.00 , 0.69 , 69 , 216.00 , (0.15), 0.71 , 0.03 , 0.66 , 0.03 , 0.05 , 0.34 , 0.26 , 0.60 , 0.02 , 1.37 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.11 , 0.75 , 75.00 , 1.22 , 122 , 384.48 , 0.39 , 2.44 , 0.10 , 2.25 , 0.09 , 0.19 , 1.17 , 0.88 , 2.05 , 0.08 , 4.69 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.20 , 0.85 , 85.00 , 0.69 , 69 , 216.00 , (0.15), 0.71 , 0.03 , 0.66 , 0.03 , 0.05 , 0.34 , 0.26 , 0.60 , 0.02 , 1.37 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.70 , 0.95 , 95.00 , 0.52 , 52 , 162.00 , (0.42), 0.38 , 0.02 , 0.35 , 0.01 , 0.03 , 0.18 , 0.14 , 0.32 , 0.01 , 0.74 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.35 , 0.72 , 72.00 , 0.96 , 96 , 300.24 , 0.16 , 1.44 , 0.06 , 1.33 , 0.05 , 0.11 , 0.69 , 0.52 , 1.21 , 0.05 , 2.77 
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.90 , 1.60 , 160.00 , 0.72 , 72 , 226.80 , (0.10), 0.79 , 0.03 , 0.73 , 0.03 , 0.06 , 0.38 , 0.28 , 0.66 , 0.03 , 1.52 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.70 , 0.95 , 95.00 , 0.41 , 41 , 129.60 , (0.62), 0.24 , 0.01 , 0.22 , 0.01 , 0.02 , 0.11 , 0.09 , 0.20 , 0.01 , 0.46 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.60 , 1.20 , 120.00 , 0.45 , 45 , 140.40 , (0.55), 0.28 , 0.01 , 0.26 , 0.01 , 0.02 , 0.14 , 0.10 , 0.24 , 0.01 , 0.54 
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.60 , 1.05 , 105.00 , 0.69 , 69 , 216.00 , (0.15), 0.71 , 0.03 , 0.66 , 0.03 , 0.05 , 0.34 , 0.26 , 0.60 , 0.02 , 1.37 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.10 , 1.80 , 180.00 , 0.82 , 82 , 259.20 , 0.02 , 1.05 , 0.04 , 0.97 , 0.04 , 0.08 , 0.50 , 0.38 , 0.88 , 0.04 , 2.02 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.82 , 82.00 , 0.95 , 95 , 298.08 , 0.15 , 1.42 , 0.06 , 1.31 , 0.05 , 0.11 , 0.68 , 0.51 , 1.19 , 0.05 , 2.72 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.53 , 0.62 , 62.00 , 1.00 , 100 , 314.28 , 0.20 , 1.59 , 0.06 , 1.46 , 0.06 , 0.12 , 0.76 , 0.57 , 1.33 , 0.05 , 3.05 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.96 , 0.95 , 95.00 , 1.46 , 146 , 459.00 , 0.55 , 3.57 , 0.14 , 3.29 , 0.13 , 0.27 , 1.71 , 1.28 , 3.00 , 0.12 , 6.86 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.16 , 0.85 , 85.00 , 0.67 , 67 , 211.68 , (0.17), 0.68 , 0.03 , 0.63 , 0.03 , 0.05 , 0.33 , 0.25 , 0.57 , 0.02 , 1.31 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.50 , 50.00 , 0.92 , 92 , 290.52 , 0.13 , 1.34 , 0.05 , 1.24 , 0.05 , 0.10 , 0.64 , 0.48 , 1.13 , 0.05 , 2.58 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.51 , 51.00 , 0.88 , 88 , 275.40 , 0.08 , 1.20 , 0.05 , 1.10 , 0.04 , 0.09 , 0.57 , 0.43 , 1.00 , 0.04 , 2.30 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.55 , 55.00 , 0.98 , 98 , 307.80 , 0.18 , 1.52 , 0.06 , 1.40 , 0.06 , 0.12 , 0.73 , 0.55 , 1.27 , 0.05 , 2.92 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.57 , 57.00 , 0.95 , 95 , 299.16 , 0.15 , 1.43 , 0.06 , 1.32 , 0.05 , 0.11 , 0.68 , 0.51 , 1.20 , 0.05 , 2.74 
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.20 , 0.90 , 90.00 , 0.41 , 41 , 129.60 , (0.62), 0.24 , 0.01 , 0.22 , 0.01 , 0.02 , 0.11 , 0.09 , 0.20 , 0.01 , 0.46 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.10 , 0.95 , 95.00 , 0.62 , 62 , 194.40 , (0.25), 0.57 , 0.02 , 0.52 , 0.02 , 0.04 , 0.27 , 0.20 , 0.48 , 0.02 , 1.09 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.00 , 0.90 , 90.00 , 0.58 , 58 , 183.60 , (0.30), 0.50 , 0.02 , 0.46 , 0.02 , 0.04 , 0.24 , 0.18 , 0.42 , 0.02 , 0.97 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.29 , 0.70 , 70.00 , 0.81 , 81 , 253.80 , 0.00 , 1.00 , 0.04 , 0.93 , 0.04 , 0.08 , 0.48 , 0.36 , 0.84 , 0.03 , 1.93 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.70 , 70.00 , 1.02 , 102 , 320.76 , 0.22 , 1.66 , 0.07 , 1.53 , 0.06 , 0.13 , 0.80 , 0.60 , 1.39 , 0.06 , 3.19 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.20 , 2.10 , 210.00 , 0.82 , 82 , 259.20 , 0.02 , 1.05 , 0.04 , 0.97 , 0.04 , 0.08 , 0.50 , 0.38 , 0.88 , 0.04 , 2.02 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.90 , 1.50 , 150.00 , 0.76 , 76 , 237.60 , (0.06), 0.87 , 0.03 , 0.80 , 0.03 , 0.07 , 0.42 , 0.31 , 0.73 , 0.03 , 1.68 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.30 , 1.50 , 150.00 , 0.76 , 76 , 237.60 , (0.06), 0.87 , 0.03 , 0.80 , 0.03 , 0.07 , 0.42 , 0.31 , 0.73 , 0.03 , 1.68 
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.35 , 1.00 , 100.00 , 1.35 , 135 , 424.44 , 0.48 , 3.02 , 0.12 , 2.78 , 0.11 , 0.23 , 1.45 , 1.09 , 2.53 , 0.10 , 5.80 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.19 , 1.05 , 105.00 , 0.70 , 70 , 221.40 , (0.13), 0.75 , 0.03 , 0.69 , 0.03 , 0.06 , 0.36 , 0.27 , 0.63 , 0.03 , 1.44 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.20 , 2.00 , 200.00 , 1.03 , 103 , 324.00 , 0.23 , 1.69 , 0.07 , 1.56 , 0.06 , 0.13 , 0.81 , 0.61 , 1.42 , 0.06 , 3.25 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.36 , 0.75 , 75.00 , 1.57 , 157 , 492.48 , 0.62 , 4.15 , 0.17 , 3.83 , 0.15 , 0.32 , 1.99 , 1.49 , 3.48 , 0.14 , 7.97 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.70 , 1.70 , 170.00 , 0.60 , 60 , 189.00 , (0.27), 0.53 , 0.02 , 0.49 , 0.02 , 0.04 , 0.26 , 0.19 , 0.45 , 0.02 , 1.03 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.50 , 2.10 , 210.00 , 1.07 , 107 , 334.80 , 0.26 , 1.82 , 0.07 , 1.68 , 0.07 , 0.14 , 0.87 , 0.65 , 1.53 , 0.06 , 3.49 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.98 , 0.95 , 95.00 , 2.06 , 206 , 648.00 , 0.87 , 7.46 , 0.30 , 6.89 , 0.28 , 0.57 , 3.58 , 2.69 , 6.27 , 0.25 , 14.35 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.90 , 1.00 , 100.00 , 0.69 , 69 , 216.00 , (0.15), 0.71 , 0.03 , 0.66 , 0.03 , 0.05 , 0.34 , 0.26 , 0.60 , 0.02 , 1.37 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.99 , 0.75 , 75.00 , 0.99 , 99 , 311.04 , 0.19 , 1.55 , 0.06 , 1.43 , 0.06 , 0.12 , 0.74 , 0.56 , 1.30 , 0.05 , 2.98 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.00 , 1.50 , 150.00 , 0.72 , 72 , 226.80 , (0.10), 0.79 , 0.03 , 0.73 , 0.03 , 0.06 , 0.38 , 0.28 , 0.66 , 0.03 , 1.52 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.30 , 1.40 , 140.00 , 0.69 , 69 , 216.00 , (0.15), 0.71 , 0.03 , 0.66 , 0.03 , 0.05 , 0.34 , 0.26 , 0.60 , 0.02 , 1.37 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.00 , 1.40 , 140.00 , 0.65 , 65 , 205.20 , (0.20), 0.64 , 0.03 , 0.59 , 0.02 , 0.05 , 0.31 , 0.23 , 0.53 , 0.02 , 1.22 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 3.15 , 1.20 , 120.00 , 1.55 , 155 , 486.00 , 0.61 , 4.03 , 0.16 , 3.72 , 0.15 , 0.31 , 1.93 , 1.45 , 3.39 , 0.14 , 7.75 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 1.30 , 130.00 , 0.65 , 65 , 205.20 , (0.20), 0.64 , 0.03 , 0.59 , 0.02 , 0.05 , 0.31 , 0.23 , 0.53 , 0.02 , 1.22 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 1.20 , 120.00 , 0.38 , 38 , 120.96 , (0.69), 0.21 , 0.01 , 0.19 , 0.01 , 0.02 , 0.10 , 0.07 , 0.17 , 0.01 , 0.40 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.10 , 0.95 , 95.00 , 0.41 , 41 , 129.60 , (0.62), 0.24 , 0.01 , 0.22 , 0.01 , 0.02 , 0.11 , 0.09 , 0.20 , 0.01 , 0.46 
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.20 , 0.92 , 92.00 , 0.41 , 41 , 129.60 , (0.62), 0.24 , 0.01 , 0.22 , 0.01 , 0.02 , 0.11 , 0.09 , 0.20 , 0.01 , 0.46 
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.20 , 0.95 , 95.00 , 0.45 , 45 , 140.40 , (0.55), 0.28 , 0.01 , 0.26 , 0.01 , 0.02 , 0.14 , 0.10 , 0.24 , 0.01 , 0.54 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 01,Avi,2017_2017 Sample Plot # 01_Avi, 2.30 , 0.95 , 95.00 , 0.41 , 41 , 129.60 , (0.62), 0.24 , 0.01 , 0.22 , 0.01 , 0.02 , 0.11 , 0.09 , 0.20 , 0.01 , 0.46 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 1.80 , 0.58 , 58.00 , 1.07 , 107 , 336.04 , 0.26 , 1.83 , 0.07 , 1.69 , 0.07 , 0.14 , 0.88 , 0.66 , 1.54 , 0.06 , 3.52 
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 1.30 , 0.62 , 62.00 , 0.98 , 98 , 307.13 , 0.18 , 1.51 , 0.06 , 1.39 , 0.06 , 0.12 , 0.72 , 0.54 , 1.27 , 0.05 , 2.90 
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 0.80 , 0.45 , 45.00 , 0.58 , 58 , 180.67 , (0.31), 0.48 , 0.02 , 0.45 , 0.02 , 0.04 , 0.23 , 0.17 , 0.41 , 0.02 , 0.93 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 1.00 , 0.56 , 56.00 , 0.74 , 74 , 231.25 , (0.08), 0.82 , 0.03 , 0.76 , 0.03 , 0.06 , 0.39 , 0.30 , 0.69 , 0.03 , 1.58 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 1.90 , 0.33 , 33.00 , 1.01 , 101 , 317.97 , 0.21 , 1.63 , 0.07 , 1.50 , 0.06 , 0.13 , 0.78 , 0.59 , 1.37 , 0.05 , 3.13 
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 1.20 , 0.43 , 43.00 , 0.79 , 79 , 249.32 , (0.01), 0.97 , 0.04 , 0.89 , 0.04 , 0.07 , 0.46 , 0.35 , 0.81 , 0.03 , 1.86 
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 1.00 , 0.39 , 39.00 , 0.61 , 61 , 191.50 , (0.26), 0.55 , 0.02 , 0.51 , 0.02 , 0.04 , 0.26 , 0.20 , 0.46 , 0.02 , 1.06 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2017,2017 Sample Plot # 02,Avi,2017_2017 Sample Plot # 02_Avi, 4.30 , 0.55 , 55.00 , 1.51 , 151 , 473.34 , 0.58 , 3.81 , 0.15 , 3.52 , 0.14 , 0.29 , 1.83 , 1.37 , 3.20 , 0.13 , 7.33 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
