site,year,plot_name,full_plot_name,height_cm,crown_diameter_cm,total_tree_c_kg,total_tree_c_Mg_ha
A,2020,Sample_Plot#32,siteA_2020_plot_32,58,67,0.556,0.036
A,2017,Sample_Plot#25,siteA_2017_plot_25,58,66,0.547,0.036
A,2020,Sample_Plot#24,siteA_2020_plot_24,58,66,0.547,0.036
A,2020,Sample_Plot#21,siteA_2020_plot_21,58,66,0.538,0.035
A,2019,Sample_Plot#01,siteA_2019_plot_01,58,65,0.521,0.034
A,2019,Sample_Plot#04,siteA_2019_plot_04,58,64,0.504,0.033
A,2020,Sample_Plot#43,siteA_2020_plot_43,58,64,0.504,0.033
A,2020,Sample_Plot#22,siteA_2020_plot_22,58,63,0.487,0.032
A,2020,Sample_Plot#25,siteA_2020_plot_25,58,62,0.479,0.031
A,2020,Sample_Plot#36,siteA_2020_plot_36,58,62,0.479,0.031
A,2017,Sample_Plot#33,siteA_2017_plot_33,58,62,0.47,0.031
A,2017,Sample_Plot#34,siteA_2017_plot_34,58,62,0.47,0.031
A,2020,Sample_Plot#15,siteA_2020_plot_15,58,61,0.462,0.03
A,2020,Sample_Plot#41,siteA_2020_plot_41,58,60,0.438,0.028
A,2020,Sample_Plot#32,siteA_2020_plot_32,58,59,0.43,0.028
A,2020,Sample_Plot#34,siteA_2020_plot_34,58,59,0.43,0.028
A,2020,Sample_Plot#14,siteA_2020_plot_14,58,57.99999999999999,0.407,0.026
A,2020,Sample_Plot#16,siteA_2020_plot_16,58,56.99999999999999,0.4,0.026
A,2020,Sample_Plot#32,siteA_2020_plot_32,58,56.99999999999999,0.392,0.025
A,2020,Sample_Plot#31,siteA_2020_plot_31,58,56.00000000000001,0.385,0.025
A,2019,Sample_Plot#08,siteA_2019_plot_08,58,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#26,siteA_2017_plot_26,58,54,0.356,0.023
A,2020,Sample_Plot#34,siteA_2020_plot_34,58,54,0.356,0.023
A,2017,Sample_Plot#34,siteA_2017_plot_34,58,54,0.349,0.023
A,2017,Sample_Plot#35,siteA_2017_plot_35,58,53,0.342,0.022
A,2019,Sample_Plot#01,siteA_2019_plot_01,58,53,0.335,0.022
A,2019,Sample_Plot#06,siteA_2019_plot_06,58,53,0.335,0.022
A,2017,Sample_Plot#26,siteA_2017_plot_26,58,52,0.328,0.021
A,2017,Sample_Plot#25,siteA_2017_plot_25,58,52,0.322,0.021
A,2020,Sample_Plot#24,siteA_2020_plot_24,58,52,0.322,0.021
A,2020,Sample_Plot#25,siteA_2020_plot_25,58,51,0.315,0.02
A,2019,Sample_Plot#01,siteA_2019_plot_01,58,51,0.309,0.02
A,2020,Sample_Plot#18,siteA_2020_plot_18,58,50,0.302,0.02
A,2017,Sample_Plot#25,siteA_2017_plot_25,58,49,0.283,0.018
A,2019,Sample_Plot#05,siteA_2019_plot_05,58,49,0.283,0.018
A,2020,Sample_Plot#43,siteA_2020_plot_43,58,49,0.283,0.018
A,2019,Sample_Plot#08,siteA_2019_plot_08,58,48,0.271,0.018
A,2017,Sample_Plot#13,siteA_2017_plot_13,58,46,0.253,0.016
A,2020,Sample_Plot#02,siteA_2020_plot_02,58,46,0.253,0.016
A,2020,Sample_Plot#34,siteA_2020_plot_34,58,44,0.23,0.015
A,2020,Sample_Plot#28,siteA_2020_plot_28,58,44,0.224,0.015
A,2020,Sample_Plot#44,siteA_2020_plot_44,58,44,0.224,0.015
A,2020,Sample_Plot#02,siteA_2020_plot_02,58,43,0.219,0.014
A,2010,Sample_Plot#02,siteA_2010_plot_02,58,43,0.219,0.014
A,2019,Sample_Plot#03,siteA_2019_plot_03,58,43,0.213,0.014
A,2019,Sample_Plot#08,siteA_2019_plot_08,58,40,0.187,0.012
A,2017,Sample_Plot#35,siteA_2017_plot_35,58,39,0.177,0.012
A,2019,Sample_Plot#06,siteA_2019_plot_06,58,38,0.163,0.011
A,2020,Sample_Plot#45,siteA_2020_plot_45,58,36,0.15,0.01
A,2019,Sample_Plot#03,siteA_2019_plot_03,58,36,0.145,0.009
A,2017,Sample_Plot#33,siteA_2017_plot_33,58,35,0.141,0.009
A,2020,Sample_Plot#02,siteA_2020_plot_02,58,31,0.109,0.007
A,2020,Sample_Plot#02,siteA_2020_plot_02,58,28.999999999999996,0.091,0.006
A,2017,Sample_Plot#33,siteA_2017_plot_33,58,12,0.014,0.001
A,2020,Sample_Plot#23,siteA_2020_plot_23,57,117,1.863,0.121
A,2010,Sample_Plot#07,siteA_2010_plot_07,57,104,1.448,0.094
A,2010,Sample_Plot#02,siteA_2010_plot_02,57,104,1.433,0.093
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,94,1.166,0.076
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,91,1.075,0.07
A,2020,Sample_Plot#12,siteA_2020_plot_12,57,88,1,0.065
A,2017,Sample_Plot#33,siteA_2017_plot_33,57,84,0.917,0.06
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,84,0.905,0.059
A,2020,Sample_Plot#31,siteA_2020_plot_31,57,84,0.905,0.059
A,2019,Sample_Plot#02,siteA_2019_plot_02,57,82,0.871,0.057
A,2020,Sample_Plot#17,siteA_2020_plot_17,57,82,0.871,0.057
A,2020,Sample_Plot#33,siteA_2020_plot_33,57,81,0.837,0.054
A,2020,Sample_Plot#03,siteA_2020_plot_03,57,80,0.826,0.054
A,2020,Sample_Plot#24,siteA_2020_plot_24,57,80,0.826,0.054
A,2017,Sample_Plot#32,siteA_2017_plot_32,57,78,0.782,0.051
A,2020,Sample_Plot#40,siteA_2020_plot_40,57,78,0.782,0.051
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,78,0.772,0.05
A,2020,Sample_Plot#09,siteA_2020_plot_09,57,77,0.761,0.049
A,2020,Sample_Plot#40,siteA_2020_plot_40,57,77,0.761,0.049
A,2020,Sample_Plot#09,siteA_2020_plot_09,57,76,0.73,0.047
A,2020,Sample_Plot#25,siteA_2020_plot_25,57,75,0.719,0.047
A,2020,Sample_Plot#09,siteA_2020_plot_09,57,75,0.709,0.046
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,74,0.699,0.045
A,2020,Sample_Plot#11,siteA_2020_plot_11,57,74,0.699,0.045
A,2020,Sample_Plot#18,siteA_2020_plot_18,57,74,0.699,0.045
A,2020,Sample_Plot#25,siteA_2020_plot_25,57,74,0.699,0.045
A,2017,Sample_Plot#29,siteA_2017_plot_29,57,74,0.689,0.045
A,2020,Sample_Plot#25,siteA_2020_plot_25,57,74,0.689,0.045
A,2019,Sample_Plot#07,siteA_2019_plot_07,57,73,0.679,0.044
A,2020,Sample_Plot#25,siteA_2020_plot_25,57,73,0.679,0.044
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,73,0.679,0.044
A,2020,Sample_Plot#40,siteA_2020_plot_40,57,73,0.679,0.044
A,2020,Sample_Plot#45,siteA_2020_plot_45,57,73,0.669,0.043
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,72,0.659,0.043
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,71,0.64,0.042
A,2020,Sample_Plot#30,siteA_2020_plot_30,57,71,0.64,0.042
A,2020,Sample_Plot#09,siteA_2020_plot_09,57,71,0.63,0.041
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,70,0.621,0.04
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,70,0.621,0.04
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,70,0.621,0.04
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,69,0.602,0.039
A,2020,Sample_Plot#38,siteA_2020_plot_38,57,69,0.602,0.039
A,2020,Sample_Plot#30,siteA_2020_plot_30,57,69,0.592,0.038
A,2020,Sample_Plot#03,siteA_2020_plot_03,57,68,0.583,0.038
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,68,0.583,0.038
A,2020,Sample_Plot#06,siteA_2020_plot_06,57,68,0.574,0.037
A,2020,Sample_Plot#09,siteA_2020_plot_09,57,68,0.574,0.037
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,67,0.565,0.037
A,2020,Sample_Plot#24,siteA_2020_plot_24,57,67,0.565,0.037
A,2017,Sample_Plot#32,siteA_2017_plot_32,57,67,0.556,0.036
A,2020,Sample_Plot#40,siteA_2020_plot_40,57,66,0.547,0.036
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,66,0.547,0.036
A,2020,Sample_Plot#34,siteA_2020_plot_34,57,66,0.547,0.036
A,2020,Sample_Plot#39,siteA_2020_plot_39,57,66,0.547,0.036
A,2010,Sample_Plot#02,siteA_2010_plot_02,57,66,0.538,0.035
A,2020,Sample_Plot#38,siteA_2020_plot_38,57,65,0.53,0.034
A,2017,Sample_Plot#33,siteA_2017_plot_33,57,65,0.53,0.034
A,2019,Sample_Plot#06,siteA_2019_plot_06,57,65,0.53,0.034
A,2020,Sample_Plot#24,siteA_2020_plot_24,57,65,0.53,0.034
A,2017,Sample_Plot#23,siteA_2017_plot_23,57,65,0.521,0.034
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,65,0.521,0.034
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,64,0.512,0.033
A,2020,Sample_Plot#40,siteA_2020_plot_40,57,64,0.512,0.033
A,2020,Sample_Plot#04,siteA_2020_plot_04,57,64,0.512,0.033
A,2020,Sample_Plot#23,siteA_2020_plot_23,57,64,0.504,0.033
A,2020,Sample_Plot#24,siteA_2020_plot_24,57,64,0.504,0.033
A,2020,Sample_Plot#42,siteA_2020_plot_42,57,64,0.504,0.033
A,2017,Sample_Plot#13,siteA_2017_plot_13,57,63,0.495,0.032
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,63,0.495,0.032
A,2020,Sample_Plot#38,siteA_2020_plot_38,57,62,0.479,0.031
A,2017,Sample_Plot#23,siteA_2017_plot_23,57,62,0.479,0.031
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,62,0.479,0.031
A,2020,Sample_Plot#23,siteA_2020_plot_23,57,61,0.462,0.03
A,2020,Sample_Plot#41,siteA_2020_plot_41,57,61,0.462,0.03
A,2020,Sample_Plot#06,siteA_2020_plot_06,57,61,0.454,0.03
A,2020,Sample_Plot#07,siteA_2020_plot_07,57,61,0.454,0.03
A,2020,Sample_Plot#21,siteA_2020_plot_21,57,61,0.454,0.03
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,60,0.446,0.029
A,2020,Sample_Plot#02,siteA_2020_plot_02,57,60,0.446,0.029
A,2020,Sample_Plot#09,siteA_2020_plot_09,57,60,0.438,0.028
A,2020,Sample_Plot#14,siteA_2020_plot_14,57,60,0.438,0.028
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,60,0.438,0.028
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,59,0.43,0.028
A,2019,Sample_Plot#07,siteA_2019_plot_07,57,59,0.43,0.028
A,2020,Sample_Plot#03,siteA_2020_plot_03,57,59,0.43,0.028
A,2020,Sample_Plot#36,siteA_2020_plot_36,57,59,0.43,0.028
A,2020,Sample_Plot#39,siteA_2020_plot_39,57,59,0.43,0.028
A,2017,Sample_Plot#32,siteA_2017_plot_32,57,59,0.423,0.027
A,2020,Sample_Plot#43,siteA_2020_plot_43,57,57.99999999999999,0.415,0.027
A,2017,Sample_Plot#23,siteA_2017_plot_23,57,57.99999999999999,0.415,0.027
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,57.99999999999999,0.415,0.027
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,57.99999999999999,0.415,0.027
A,2020,Sample_Plot#03,siteA_2020_plot_03,57,57.99999999999999,0.415,0.027
A,2020,Sample_Plot#17,siteA_2020_plot_17,57,57.99999999999999,0.407,0.026
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,56.99999999999999,0.4,0.026
A,2020,Sample_Plot#24,siteA_2020_plot_24,57,56.99999999999999,0.392,0.025
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,56.99999999999999,0.392,0.025
A,2020,Sample_Plot#30,siteA_2020_plot_30,57,56.99999999999999,0.392,0.025
A,2020,Sample_Plot#06,siteA_2020_plot_06,57,56.00000000000001,0.385,0.025
A,2020,Sample_Plot#13,siteA_2020_plot_13,57,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#29,siteA_2017_plot_29,57,56.00000000000001,0.385,0.025
A,2020,Sample_Plot#23,siteA_2020_plot_23,57,56.00000000000001,0.378,0.025
A,2019,Sample_Plot#01,siteA_2019_plot_01,57,56.00000000000001,0.378,0.025
A,2020,Sample_Plot#32,siteA_2020_plot_32,57,56.00000000000001,0.378,0.025
A,2020,Sample_Plot#38,siteA_2020_plot_38,57,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,55.00000000000001,0.37,0.024
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#39,siteA_2020_plot_39,57,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#40,siteA_2020_plot_40,57,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,55.00000000000001,0.363,0.024
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,54,0.356,0.023
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,54,0.356,0.023
A,2020,Sample_Plot#03,siteA_2020_plot_03,57,54,0.356,0.023
A,2020,Sample_Plot#04,siteA_2020_plot_04,57,54,0.356,0.023
A,2020,Sample_Plot#10,siteA_2020_plot_10,57,54,0.356,0.023
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,54,0.356,0.023
A,2017,Sample_Plot#34,siteA_2017_plot_34,57,54,0.349,0.023
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,54,0.349,0.023
A,2020,Sample_Plot#05,siteA_2020_plot_05,57,54,0.349,0.023
A,2020,Sample_Plot#09,siteA_2020_plot_09,57,54,0.349,0.023
A,2020,Sample_Plot#24,siteA_2020_plot_24,57,54,0.349,0.023
A,2020,Sample_Plot#29,siteA_2020_plot_29,57,54,0.349,0.023
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,54,0.349,0.023
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,53,0.342,0.022
A,2020,Sample_Plot#32,siteA_2020_plot_32,57,53,0.342,0.022
A,2010,Sample_Plot#05,siteA_2010_plot_05,57,53,0.335,0.022
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,53,0.335,0.022
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,53,0.335,0.022
A,2020,Sample_Plot#12,siteA_2020_plot_12,57,52,0.328,0.021
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,52,0.328,0.021
A,2020,Sample_Plot#03,siteA_2020_plot_03,57,51,0.315,0.02
A,2017,Sample_Plot#32,siteA_2017_plot_32,57,51,0.309,0.02
A,2019,Sample_Plot#03,siteA_2019_plot_03,57,51,0.309,0.02
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,51,0.309,0.02
A,2020,Sample_Plot#01,siteA_2020_plot_01,57,51,0.309,0.02
A,2020,Sample_Plot#04,siteA_2020_plot_04,57,51,0.309,0.02
A,2020,Sample_Plot#16,siteA_2020_plot_16,57,51,0.309,0.02
A,2010,Sample_Plot#07,siteA_2010_plot_07,57,50,0.302,0.02
A,2017,Sample_Plot#33,siteA_2017_plot_33,57,50,0.302,0.02
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,50,0.302,0.02
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,50,0.302,0.02
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,50,0.302,0.02
A,2020,Sample_Plot#45,siteA_2020_plot_45,57,50,0.302,0.02
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,50,0.296,0.019
A,2017,Sample_Plot#34,siteA_2017_plot_34,57,50,0.296,0.019
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,50,0.296,0.019
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,50,0.296,0.019
A,2017,Sample_Plot#29,siteA_2017_plot_29,57,49,0.289,0.019
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,49,0.283,0.018
A,2019,Sample_Plot#07,siteA_2019_plot_07,57,48,0.277,0.018
A,2020,Sample_Plot#05,siteA_2020_plot_05,57,48,0.277,0.018
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,48,0.271,0.018
A,2020,Sample_Plot#05,siteA_2020_plot_05,57,48,0.271,0.018
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,48,0.271,0.018
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,48,0.271,0.018
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,47,0.265,0.017
A,2020,Sample_Plot#29,siteA_2020_plot_29,57,47,0.265,0.017
A,2017,Sample_Plot#28,siteA_2017_plot_28,57,47,0.259,0.017
A,2017,Sample_Plot#29,siteA_2017_plot_29,57,46,0.253,0.016
A,2020,Sample_Plot#05,siteA_2020_plot_05,57,46,0.253,0.016
A,2020,Sample_Plot#14,siteA_2020_plot_14,57,46,0.253,0.016
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,46,0.247,0.016
A,2020,Sample_Plot#12,siteA_2020_plot_12,57,46,0.247,0.016
A,2020,Sample_Plot#17,siteA_2020_plot_17,57,46,0.247,0.016
A,2020,Sample_Plot#32,siteA_2020_plot_32,57,46,0.247,0.016
A,2020,Sample_Plot#33,siteA_2020_plot_33,57,46,0.247,0.016
A,2010,Sample_Plot#01,siteA_2010_plot_01,57,45,0.241,0.016
A,2019,Sample_Plot#02,siteA_2019_plot_02,57,45,0.241,0.016
A,2019,Sample_Plot#05,siteA_2019_plot_05,57,45,0.241,0.016
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,45,0.241,0.016
A,2020,Sample_Plot#25,siteA_2020_plot_25,57,45,0.241,0.016
A,2020,Sample_Plot#33,siteA_2020_plot_33,57,45,0.241,0.016
A,2017,Sample_Plot#29,siteA_2017_plot_29,57,45,0.241,0.016
A,2019,Sample_Plot#06,siteA_2019_plot_06,57,45,0.241,0.016
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,45,0.241,0.016
A,2017,Sample_Plot#23,siteA_2017_plot_23,57,45,0.235,0.015
A,2019,Sample_Plot#06,siteA_2019_plot_06,57,45,0.235,0.015
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,45,0.235,0.015
A,2017,Sample_Plot#29,siteA_2017_plot_29,57,45,0.235,0.015
A,2020,Sample_Plot#26,siteA_2020_plot_26,57,45,0.235,0.015
A,2017,Sample_Plot#28,siteA_2017_plot_28,57,44,0.23,0.015
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,44,0.23,0.015
A,2017,Sample_Plot#28,siteA_2017_plot_28,57,44,0.224,0.015
A,2020,Sample_Plot#24,siteA_2020_plot_24,57,44,0.224,0.015
A,2020,Sample_Plot#31,siteA_2020_plot_31,57,44,0.224,0.015
A,2020,Sample_Plot#39,siteA_2020_plot_39,57,43,0.219,0.014
A,2020,Sample_Plot#13,siteA_2020_plot_13,57,43,0.213,0.014
A,2020,Sample_Plot#10,siteA_2020_plot_10,57,43,0.213,0.014
A,2017,Sample_Plot#13,siteA_2017_plot_13,57,42,0.208,0.014
A,2017,Sample_Plot#34,siteA_2017_plot_34,57,42,0.208,0.014
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,42,0.208,0.014
A,2020,Sample_Plot#20,siteA_2020_plot_20,57,42,0.203,0.013
A,2020,Sample_Plot#45,siteA_2020_plot_45,57,42,0.203,0.013
A,2020,Sample_Plot#02,siteA_2020_plot_02,57,42,0.203,0.013
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,41,0.198,0.013
A,2020,Sample_Plot#35,siteA_2020_plot_35,57,41,0.198,0.013
A,2020,Sample_Plot#15,siteA_2020_plot_15,57,41,0.192,0.012
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,41,0.192,0.012
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,40,0.187,0.012
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,40,0.187,0.012
A,2017,Sample_Plot#25,siteA_2017_plot_25,57,40,0.182,0.012
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,40,0.182,0.012
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,40,0.182,0.012
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,40,0.182,0.012
A,2020,Sample_Plot#20,siteA_2020_plot_20,57,40,0.182,0.012
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,40,0.182,0.012
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,39,0.177,0.012
A,2019,Sample_Plot#05,siteA_2019_plot_05,57,39,0.177,0.012
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,39,0.173,0.011
A,2020,Sample_Plot#03,siteA_2020_plot_03,57,39,0.173,0.011
A,2010,Sample_Plot#02,siteA_2010_plot_02,57,38,0.168,0.011
A,2020,Sample_Plot#43,siteA_2020_plot_43,57,38,0.163,0.011
A,2020,Sample_Plot#02,siteA_2020_plot_02,57,37,0.159,0.01
A,2020,Sample_Plot#32,siteA_2020_plot_32,57,37,0.159,0.01
A,2020,Sample_Plot#34,siteA_2020_plot_34,57,37,0.159,0.01
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,36,0.145,0.009
A,2020,Sample_Plot#40,siteA_2020_plot_40,57,35,0.141,0.009
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,34,0.132,0.009
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,34,0.132,0.009
A,2020,Sample_Plot#43,siteA_2020_plot_43,57,34,0.132,0.009
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,34,0.128,0.008
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,34,0.128,0.008
A,2017,Sample_Plot#29,siteA_2017_plot_29,57,33,0.124,0.008
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,33,0.12,0.008
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,33,0.12,0.008
A,2017,Sample_Plot#33,siteA_2017_plot_33,57,32,0.116,0.008
A,2020,Sample_Plot#36,siteA_2020_plot_36,57,32,0.112,0.007
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,31,0.105,0.007
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,31,0.105,0.007
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,30,0.101,0.007
A,2010,Sample_Plot#06,siteA_2010_plot_06,57,30,0.101,0.007
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,30,0.101,0.007
A,2020,Sample_Plot#32,siteA_2020_plot_32,57,30,0.101,0.007
A,2010,Sample_Plot#01,siteA_2010_plot_01,57,28.999999999999996,0.094,0.006
A,2020,Sample_Plot#19,siteA_2020_plot_19,57,28.999999999999996,0.094,0.006
A,2010,Sample_Plot#06,siteA_2010_plot_06,57,26,0.075,0.005
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,26,0.075,0.005
A,2019,Sample_Plot#04,siteA_2019_plot_04,57,26,0.071,0.005
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,25,0.069,0.004
A,2020,Sample_Plot#15,siteA_2020_plot_15,57,25,0.069,0.004
A,2017,Sample_Plot#12,siteA_2017_plot_12,57,24,0.063,0.004
A,2019,Sample_Plot#08,siteA_2019_plot_08,57,24,0.063,0.004
A,2020,Sample_Plot#25,siteA_2020_plot_25,57,24,0.063,0.004
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,24,0.06,0.004
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,24,0.06,0.004
A,2020,Sample_Plot#13,siteA_2020_plot_13,57,24,0.06,0.004
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,23,0.055,0.004
A,2020,Sample_Plot#08,siteA_2020_plot_08,57,22,0.052,0.003
A,2017,Sample_Plot#12,siteA_2017_plot_12,57,21,0.047,0.003
A,2017,Sample_Plot#26,siteA_2017_plot_26,57,21,0.045,0.003
A,2010,Sample_Plot#07,siteA_2010_plot_07,57,21,0.045,0.003
A,2020,Sample_Plot#27,siteA_2020_plot_27,57,21,0.045,0.003
A,2017,Sample_Plot#35,siteA_2017_plot_35,57,20,0.043,0.003
A,2017,Sample_Plot#28,siteA_2017_plot_28,57,20,0.04,0.003
A,2017,Sample_Plot#19,siteA_2017_plot_19,57,16,0.025,0.002
A,2020,Sample_Plot#39,siteA_2020_plot_39,56,113.99999999999999,1.762,0.114
A,2019,Sample_Plot#07,siteA_2019_plot_07,56,104,1.448,0.094
A,2020,Sample_Plot#08,siteA_2020_plot_08,56,93,1.14,0.074
A,2017,Sample_Plot#25,siteA_2017_plot_25,56,88,1,0.065
A,2019,Sample_Plot#04,siteA_2019_plot_04,56,84,0.905,0.059
A,2020,Sample_Plot#42,siteA_2020_plot_42,56,82,0.871,0.057
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,81,0.837,0.054
A,2010,Sample_Plot#06,siteA_2010_plot_06,56,78,0.782,0.051
A,2020,Sample_Plot#21,siteA_2020_plot_21,56,78,0.772,0.05
A,2020,Sample_Plot#39,siteA_2020_plot_39,56,78,0.772,0.05
A,2020,Sample_Plot#40,siteA_2020_plot_40,56,76,0.74,0.048
A,2020,Sample_Plot#44,siteA_2020_plot_44,56,76,0.74,0.048
A,2020,Sample_Plot#26,siteA_2020_plot_26,56,75,0.709,0.046
A,2019,Sample_Plot#07,siteA_2019_plot_07,56,74,0.699,0.045
A,2020,Sample_Plot#33,siteA_2020_plot_33,56,71,0.64,0.042
A,2017,Sample_Plot#32,siteA_2017_plot_32,56,70,0.611,0.04
A,2020,Sample_Plot#23,siteA_2020_plot_23,56,70,0.611,0.04
A,2020,Sample_Plot#19,siteA_2020_plot_19,56,69,0.602,0.039
A,2020,Sample_Plot#30,siteA_2020_plot_30,56,69,0.592,0.038
A,2020,Sample_Plot#04,siteA_2020_plot_04,56,68,0.583,0.038
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,68,0.574,0.037
A,2017,Sample_Plot#25,siteA_2017_plot_25,56,67,0.565,0.037
A,2020,Sample_Plot#11,siteA_2020_plot_11,56,66,0.547,0.036
A,2020,Sample_Plot#26,siteA_2020_plot_26,56,66,0.547,0.036
A,2017,Sample_Plot#34,siteA_2017_plot_34,56,66,0.547,0.036
A,2019,Sample_Plot#02,siteA_2019_plot_02,56,66,0.547,0.036
A,2020,Sample_Plot#07,siteA_2020_plot_07,56,66,0.538,0.035
A,2020,Sample_Plot#24,siteA_2020_plot_24,56,65,0.53,0.034
A,2019,Sample_Plot#08,siteA_2019_plot_08,56,64,0.512,0.033
A,2020,Sample_Plot#39,siteA_2020_plot_39,56,64,0.504,0.033
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,63,0.495,0.032
A,2019,Sample_Plot#03,siteA_2019_plot_03,56,63,0.495,0.032
A,2019,Sample_Plot#01,siteA_2019_plot_01,56,63,0.487,0.032
A,2020,Sample_Plot#09,siteA_2020_plot_09,56,63,0.487,0.032
A,2020,Sample_Plot#25,siteA_2020_plot_25,56,62,0.479,0.031
A,2017,Sample_Plot#26,siteA_2017_plot_26,56,62,0.47,0.031
A,2020,Sample_Plot#22,siteA_2020_plot_22,56,61,0.462,0.03
A,2020,Sample_Plot#44,siteA_2020_plot_44,56,61,0.462,0.03
A,2020,Sample_Plot#45,siteA_2020_plot_45,56,61,0.462,0.03
A,2020,Sample_Plot#09,siteA_2020_plot_09,56,61,0.454,0.03
A,2020,Sample_Plot#13,siteA_2020_plot_13,56,61,0.454,0.03
A,2020,Sample_Plot#14,siteA_2020_plot_14,56,61,0.454,0.03
